26.9290504456	26.8187103271	26.7929859161	26.7012481689	26.6192741394	26.4758453369	26.3546924591	26.2621459961	26.2168922424	26.1689586639	26.0909194946	26.0406475067	26.019908905	26.0717124939	26.0183143616	26.0505523682	26.0986785889	26.1882381439	26.3637237549	26.6625366211	27.0962429047	27.4803085327	27.668384552	27.7210998535	27.7294750214	27.6542854309	27.57371521	27.6133441925	27.5932788849	27.7054805756	27.783411026	27.856086731	27.8894767761	27.8411884308	27.7470855713	27.6799869537	27.7180938721	27.8346061707	27.9944629669	28.2221622467	28.4411258698	28.6312885284	28.7561588287	28.6815376282	28.5013237	28.362953186	28.2268314362	28.0181789398	27.8135490417	27.6272087097	27.4743232727	27.3235740662	27.2558612823	27.2408981323	27.3479003906	27.5207138062	27.8054828644	28.0875778198	28.2029190063	28.1505680084	27.9804878235	27.7406349182	27.4898509979	27.3107223511	27.2761726379	27.2955493927	27.4403038025	27.5115280151	27.4634895325	27.4888267517	27.358549118	27.1277065277
27.1538276672	26.9080238342	26.6834545135	26.5096702576	26.3430309296	26.1684188843	26.0537872314	25.9404449463	25.7773246765	25.6977863312	25.6843395233	25.7061672211	25.8000793457	26.0098228455	26.0707836151	26.163236618	26.2727890015	26.3391666412	26.3998203278	26.5123558044	26.6758365631	26.8818092346	27.0776062012	27.1766777039	27.2281227112	27.2320632935	27.1572132111	27.0745391846	26.9626235962	26.7857761383	26.6472148895	26.6167678833	26.6388626099	26.7105579376	26.8491764069	27.0181369781	27.3522930145	27.7148780823	28.0923309326	28.3984012604	28.5488681793	28.5376243591	28.5255851746	28.3905315399	28.2429122925	28.1285209656	28.0494403839	27.9898490906	27.921672821	27.849111557	27.7816390991	27.7607383728	27.7692699432	27.7739715576	27.7887001038	27.8282279968	27.8876152039	27.8056869507	27.6702976227	27.4971485138	27.4473400116	27.4262733459	27.4593582153	27.5260906219	27.6047039032	27.6539764404	27.7477054596	27.8208122253	27.8174819946	27.7447872162	27.5801506042	27.3768348694
27.7427253723	27.426197052	27.1845989227	27.1329307556	26.8878364563	26.7056694031	26.4439888	26.2890014648	26.2712287903	26.0576782227	25.866891861	25.8580608368	25.9218902588	25.9317207336	25.9698524475	26.0227470398	26.0826454163	26.194568634	26.2486763	26.2861404419	26.3469142914	26.4214992523	26.5764141083	26.7851238251	26.9746246338	27.0897254944	27.0579509735	26.9928951263	26.9333267212	26.936088562	27.0164775848	27.1350765228	27.1846733093	27.1308231354	27.1573448181	27.2984485626	27.5667095184	27.8414058685	28.2319221497	28.6005859375	28.8967781067	29.1055583954	29.1528663635	29.0461502075	28.8864707947	28.7729377747	28.6466808319	28.4506111145	28.2475662231	28.0486869812	27.8590869904	27.6619491577	27.5316772461	27.5557994843	27.5863742828	27.5347232819	27.5535087585	27.479221344	27.3339385986	27.1650848389	27.0662918091	26.940328598	26.9391136169	26.9991760254	27.2447624207	27.4367179871	27.7144050598	27.9736938477	28.1168556213	28.2503967285	28.3411026001	28.132434845
26.9848823547	26.7736206055	26.6741580963	26.582195282	26.4503898621	26.410194397	26.2532062531	26.0910873413	25.9533901215	25.8601455688	25.8538780212	25.8918762207	25.9886455536	26.0215167999	26.0545196533	26.1300888062	26.1779003143	26.1300811768	26.1109466553	26.2842674255	26.3665809631	26.5070552826	26.675113678	26.7478599548	26.7812080383	26.806219101	26.8535232544	26.9343204498	26.9861335754	27.0379066467	27.0461483002	27.0069999695	26.9611206055	27.0028209686	27.1167526245	27.2837600708	27.6027908325	27.8244819641	28.1772766113	28.562915802	28.8404808044	28.9589157104	28.9747447968	28.9658565521	28.8670272827	28.7833633423	28.7266616821	28.6626968384	28.4557762146	28.12591362	27.7718276978	27.5291233063	27.3480682373	27.3117790222	27.3046150208	27.3896064758	27.4407749176	27.4525032043	27.4261169434	27.3767566681	27.4193172455	27.4790554047	27.5468540192	27.699016571	27.8308315277	27.9535102844	27.9683799744	27.9483776093	27.943239212	27.7752895355	27.4711494446	27.2727298737
26.380853653	26.4181156158	26.4064559937	26.4301319122	26.4714813232	26.5681915283	26.4516487122	26.4405632019	26.3273544312	26.2211971283	26.1025924683	26.0886459351	26.1251373291	26.1778736115	26.2513275146	26.3405723572	26.4368343353	26.5219898224	26.7095413208	26.8164863586	26.9795188904	27.1955966949	27.4989147186	27.8671569824	28.28332901	28.5890693665	28.8312759399	29.0186004639	29.1024971008	29.1544075012	29.1221218109	29.0344276428	28.9130363464	28.8503646851	28.873254776	28.8852462769	28.9086952209	28.9453487396	29.0105037689	29.049533844	29.1220321655	29.1770458221	29.187707901	29.1768341064	29.0758152008	28.9417743683	28.7500839233	28.5547466278	28.3775558472	28.2307815552	28.1283988953	28.024274826	27.9762001038	27.9770050049	27.9187870026	27.8639011383	27.7698173523	27.6414299011	27.5591106415	27.4349765778	27.1576976776	26.89702034	26.6578025818	26.5101356506	26.4527778625	26.4545478821	26.4989051819	26.4281368256	26.4884185791	26.4201374054	26.4058609009	26.3997268677
26.4425735474	26.3993816376	26.4348773956	26.5037193298	26.5599632263	26.5454959869	26.4562606812	26.3659477234	26.2579116821	26.0633277893	25.9935035706	25.9939994812	26.0001354218	26.0531806946	26.1000080109	26.0937709808	26.1041679382	26.1801738739	26.2826004028	26.4091205597	26.532743454	26.6970901489	26.9263267517	27.2745094299	27.6778697968	28.1621189117	28.7092952728	29.2389450073	29.7246627808	29.9262161255	29.9270095825	29.7773265839	29.5464019775	29.2944107056	29.0274467468	28.7383060455	28.5185813904	28.4497718811	28.4185810089	28.4842033386	28.5735855103	28.7435379028	28.8703632355	29.040517807	29.1994056702	29.3969688416	29.2873687744	29.1550235748	29.1545372009	29.1997318268	29.2172641754	29.2097930908	29.1246452332	29.049703598	28.9658699036	28.8574066162	28.6930942535	28.5128116608	28.2643165588	28.0060405731	27.7515888214	27.503074646	27.2465744019	27.0590610504	26.9505233765	26.8762302399	26.8840026855	26.8824558258	26.7913722992	26.7719364166	26.6670722961	26.5026836395
27.5878238678	27.546875	27.8220920563	28.0208587646	28.1526851654	28.0335330963	27.8226890564	27.4363880157	27.0169906616	26.6738319397	26.4366340637	26.2823505402	26.1571102142	26.1693286896	26.1605072021	26.0819358826	26.0085105896	25.9946937561	25.9004058838	25.9528827667	26.0325145721	26.2125797272	26.3652420044	26.4656734467	26.5054740906	26.5491142273	26.6579799652	26.8034133911	26.9812774658	27.1352214813	27.2810668945	27.3249473572	27.3255958557	27.3409366608	27.3630313873	27.4398784637	27.6413764954	27.8169784546	28.0289573669	28.2417201996	28.4049377441	28.4841060638	28.468454361	28.4433326721	28.4475746155	28.4779529572	28.465549469	28.4063186646	28.3379077911	28.3034324646	28.3163928986	28.3957576752	28.5005187988	28.3334331512	28.2217712402	28.1411361694	27.9788951874	27.7930488586	27.5832386017	27.3171424866	27.124130249	26.9698638916	26.852558136	26.8443889618	26.8429412842	26.9485759735	27.0932788849	27.357624054	27.5728149414	27.7156791687	27.7685089111	27.6571006775
27.0262928009	27.0319976807	27.0860099792	27.1669235229	27.2524833679	27.3613452911	27.2459793091	27.0020980835	26.6771335602	26.4063415527	26.2006988525	26.0188102722	25.9157714844	25.9018096924	25.9253101349	25.882106781	25.8608016968	25.8474235535	25.8433876038	25.8376731873	25.8843593597	25.938785553	25.9760494232	26.0453109741	26.155708313	26.2385673523	26.3460922241	26.4446811676	26.5826511383	26.6418762207	26.7020950317	26.7579460144	26.8091564178	26.8710250854	26.9915733337	27.2176361084	27.4405212402	27.6301345825	27.8906650543	28.1545295715	28.2959728241	28.3492012024	28.306427002	28.2059173584	28.0912017822	27.987537384	27.928855896	27.9437923431	28.0671958923	28.1984500885	28.4420871735	28.673084259	28.8581123352	28.9036388397	28.8415164948	28.6327514648	28.4236602783	28.2540206909	28.0578193665	27.8226051331	27.58685112	27.4209060669	27.3205928802	27.2367839813	27.2380218506	27.2737026215	27.362154007	27.3987617493	27.3245010376	27.2955207825	27.1909923553	27.1137065887
28.2412242889	28.1105613708	28.0999183655	27.9100952148	27.7530975342	27.7449207306	27.7225112915	27.5230026245	27.1526870728	26.817401886	26.6499538422	26.5518417358	26.4568099976	26.421005249	26.4718017578	26.4578552246	26.3930397034	26.395816803	26.4556903839	26.5479297638	26.6416091919	26.7761077881	26.9275569916	27.0849628448	27.2185153961	27.3729171753	27.6047821045	27.9411582947	28.2819461823	28.598241806	28.8359031677	28.9192199707	28.8708705902	28.6773586273	28.4769248962	28.2710113525	28.1318626404	28.1657791138	28.1944618225	28.2495689392	28.2685470581	28.2730674744	28.2207870483	28.1691856384	28.113527298	28.0997085571	28.1210613251	28.1738185883	28.2033882141	28.2233524323	28.2784099579	28.3827495575	28.5422554016	28.7049026489	28.7432975769	28.620475769	28.4888420105	28.3298835754	28.1750202179	28.0490760803	27.8211956024	27.6580696106	27.4750785828	27.4825572968	27.7218799591	27.8652992249	28.0454406738	28.2728862762	28.2492408752	28.5571784973	28.5755176544	28.4971828461
28.8339195251	28.8451690674	29.0070323944	29.0799942017	28.8973236084	28.8332958221	28.5389060974	28.0479850769	27.4747753143	27.070980072	26.7097454071	26.5004825592	26.4083118439	26.3216571808	26.2071151733	26.125541687	26.1088485718	26.1211109161	26.1503181458	26.2596092224	26.334236145	26.4876747131	26.6713886261	26.8901672363	27.0986938477	27.304397583	27.5833683014	27.9137039185	28.3101654053	28.6583309174	28.7563819885	28.8334941864	28.8303794861	28.7055549622	28.4853839874	28.2761211395	28.1192493439	28.0726356506	28.0683116913	28.1126022339	28.1669616699	28.1207866669	28.0841236115	28.0210609436	27.9742660522	27.9672641754	28.0088768005	28.0739860535	28.1385440826	28.1716556549	28.2287425995	28.2621364594	28.2863426208	28.2985496521	28.3520870209	28.3683795929	28.3066921234	28.181848526	28.0780792236	27.9822425842	27.8845233917	27.7336292267	27.5981807709	27.4947433472	27.5330810547	27.7599334717	28.2578296661	28.8306007385	29.1455307007	29.2464447021	29.1073226929	28.930896759
