Time	Sep	R	Theta	Phi
3950	24	1.16606092343	0.540486137166	0.785398163397
4000	23	1.16629200421	0.540367243732	-0.611299356319
4000	24	1.16606092343	0.540486137166	0.785398163397
4050	23	1.16617152376	0.540429225223	-0.523611479439
4100	23	1.16617152376	0.540429225223	-0.523611479439
4250	25	1.16606092343	0.540486137166	0.785398163397
4300	25	1.16606092343	0.540486137166	0.785398163397
4300	26	1.1660896484	0.54047135485	-0.436808417205
4350	25	1.16606092343	0.540486137166	0.785398163397
4350	26	1.1660896484	0.54047135485	-0.436808417205
4400	26	1.1660896484	0.54047135485	-0.436808417205
4450	26	1.16643217949	0.540295149194	-0.348941834933
4450	27	1.16606092343	0.540486137166	0.785398163397
4500	26	1.16643217949	0.540295149194	-0.348941834933
4500	27	1.16606092343	0.540486137166	0.785398163397
4550	28	1.16640518477	0.540309031451	1.39595039339
4600	28	1.16640518477	0.540309031451	1.39595039339
4650	29	1.16640518477	0.540309031451	1.39595039339
4650	30	1.16627826678	0.540374310227	0.872473355107
4700	29	1.16619039124	0.540419517801	1.57079632679
4700	30	1.16629200421	0.540367243732	0.959496970476
4750	29	1.16619039124	0.540419517801	1.57079632679
4750	30	1.16629200421	0.540367243732	0.959496970476
4750	31	1.16643217949	0.540295149194	1.91973816173
4800	31	1.16643217949	0.540295149194	1.91973816173
4850	32	1.16617152376	0.540429225223	-0.523611479439
4850	33	1.16640518477	0.540309031451	0.174845933409
4850	34	1.16627826678	0.540374310227	0.698322971688
4900	32	1.16617152376	0.540429225223	-0.523611479439
4900	33	1.16640518477	0.540309031451	0.174845933409
4900	34	1.16627826678	0.540374310227	0.698322971688
4950	35	1.1660896484	0.54047135485	-0.436808417205
5000	35	1.1660896484	0.54047135485	-0.436808417205
5000	36	1.16606092343	0.540486137166	0.785398163397
5050	35	1.1660896484	0.54047135485	-0.436808417205
5050	36	1.16606092343	0.540486137166	0.785398163397
5300	37	1.16643217949	0.540295149194	2.79265081866
5350	37	1.16643217949	0.540295149194	2.79265081866
5350	38	1.16617152376	0.540429225223	-0.523611479439
5400	38	1.1660896484	0.54047135485	-0.436808417205
5450	38	1.1660896484	0.54047135485	-0.436808417205
5450	39	1.16601244077	0.540511089052	1.48366807571
5450	40	1.16606092343	0.540486137166	0.785398163397
5500	39	1.16640518477	0.540309031451	1.39595039339
5500	40	1.16606092343	0.540486137166	0.785398163397
5550	39	1.16619039124	0.540419517801	1.57079632679
5550	41	1.16606092343	0.540486137166	0.785398163397
5600	39	1.16619039124	0.540419517801	1.57079632679
5600	41	1.16606092343	0.540486137166	0.785398163397
5600	42	1.16629201744	0.540367236923	1.30884136808
5650	42	1.16643217949	0.540295149194	1.22185449186
5700	42	1.16643217949	0.540295149194	1.22185449186
5700	43	1.16601244077	0.540511089052	1.48366807571
5750	43	1.16640518477	0.540309031451	1.39595039339
5800	43	1.16640518477	0.540309031451	1.39595039339
5850	44	1.16617152376	0.540429225223	0.523611479439
5900	44	1.16617152376	0.540429225223	0.523611479439
6200	45	1.1660896484	0.54047135485	-0.436808417205
6250	45	1.1660896484	0.54047135485	-0.436808417205
6350	46	1.16629200421	0.540367243732	0.611299356319
6400	46	1.16629200421	0.540367243732	0.611299356319
6600	47	1.1660896484	0.54047135485	-0.436808417205
6650	47	1.1660896484	0.54047135485	-0.436808417205
6700	47	1.16617152376	0.540429225223	-0.523611479439
6700	48	1.16627826678	0.540374310227	0.698322971688
6750	47	1.16617152376	0.540429225223	-0.523611479439
6750	48	1.16627826678	0.540374310227	0.698322971688
6800	49	1.16619039124	0.540419517801	1.57079632679
6850	49	1.16601244077	0.540511089052	1.48366807571
6900	49	1.16601244077	0.540511089052	1.48366807571
6950	49	1.16640518477	0.540309031451	1.39595039339
6950	50	1.16617152376	0.540429225223	-0.523611479439
7000	49	1.16640518477	0.540309031451	1.39595039339
7000	50	1.16617152376	0.540429225223	-0.523611479439
7350	51	1.1660896484	0.54047135485	-0.436808417205
7350	52	1.16606092343	0.540486137166	0.785398163397
7400	51	1.1660896484	0.54047135485	-0.436808417205
7400	52	1.16606092343	0.540486137166	0.785398163397
7450	52	1.16606092343	0.540486137166	0.785398163397
7650	53	1.16629201744	0.540367236923	0.26195495872
7650	54	1.16606092343	0.540486137166	0.785398163397
7700	53	1.16629201744	0.540367236923	0.26195495872
7700	54	1.16629200421	0.540367243732	0.611299356319
7750	54	1.16629200421	0.540367243732	0.611299356319
7850	55	1.1660896484	0.54047135485	-0.436808417205
7900	55	1.1660896484	0.54047135485	-0.436808417205
7950	55	1.1660896484	0.54047135485	-0.436808417205
8000	55	1.1660896484	0.54047135485	-0.436808417205
8000	56	1.16627826678	0.540374310227	0.698322971688
8050	55	1.1660896484	0.54047135485	-0.436808417205
8050	56	1.16627826678	0.540374310227	0.698322971688
8050	57	1.16643217949	0.540295149194	0.348941834933
8100	57	1.16629201744	0.540367236923	0.26195495872
8150	57	1.16629201744	0.540367236923	0.26195495872
8400	58	1.16619039124	0.540419517801	1.57079632679
8400	59	1.1660896484	0.54047135485	-0.436808417205
8450	58	1.16619039124	0.540419517801	1.57079632679
8450	59	1.1660896484	0.54047135485	-0.436808417205
8450	60	1.16606092343	0.540486137166	0.785398163397
8500	59	1.1660896484	0.54047135485	-0.436808417205
8500	60	1.16606092343	0.540486137166	0.785398163397
8600	61	1.1660896484	0.54047135485	0.436808417205
8650	61	1.1660896484	0.54047135485	0.436808417205
8800	62	1.16643217949	0.540295149194	-0.348941834933
8850	62	1.16643217949	0.540295149194	-0.348941834933
8900	62	1.16643217949	0.540295149194	-0.348941834933
9400	63	1.1660896484	0.54047135485	-0.436808417205
9400	64	1.16629200421	0.540367243732	0.611299356319
9400	65	1.16617152376	0.540429225223	1.04718484736
9450	63	1.1660896484	0.54047135485	-0.436808417205
9450	64	1.16629200421	0.540367243732	0.611299356319
9450	65	1.16617152376	0.540429225223	1.04718484736
9900	66	1.16643217949	0.540295149194	-0.348941834933
9950	66	1.16643217949	0.540295149194	-0.348941834933
10000	67	1.1660896484	0.54047135485	2.70478423638
10050	67	1.1660896484	0.54047135485	2.70478423638
10500	68	1.1660896484	0.54047135485	-0.436808417205
10550	68	1.16643217949	0.540295149194	-0.348941834933
10600	68	1.16643217949	0.540295149194	-0.348941834933
10650	69	1.16629201744	0.540367236923	2.87963769487
10700	69	1.16629201744	0.540367236923	2.87963769487
10950	70	1.1660896484	0.54047135485	2.70478423638
11000	70	1.1660896484	0.54047135485	2.70478423638
11000	71	1.1660896484	0.54047135485	-0.436808417205
11000	72	1.16629200421	0.540367243732	0.611299356319
11050	71	1.1660896484	0.54047135485	-0.436808417205
11050	72	1.16629200421	0.540367243732	0.611299356319
11100	71	1.16643217949	0.540295149194	-0.348941834933
11150	71	1.16643217949	0.540295149194	-0.348941834933
12100	73	1.16643217949	0.540295149194	2.79265081866
12150	73	1.16643217949	0.540295149194	2.79265081866
12150	74	1.16643217949	0.540295149194	-0.348941834933
12200	74	1.16643217949	0.540295149194	-0.348941834933
12500	75	1.16629201744	0.540367236923	2.87963769487
12550	75	1.16629201744	0.540367236923	2.87963769487
12850	76	1.16629200421	0.540367243732	-0.611299356319
12900	76	1.16629200421	0.540367243732	-0.611299356319
13400	77	1.16643217949	0.540295149194	-0.348941834933
13450	77	1.16643217949	0.540295149194	-0.348941834933
13950	78	1.16643217949	0.540295149194	2.79265081866
14000	78	1.16643217949	0.540295149194	2.79265081866
14000	79	1.1660896484	0.54047135485	-0.436808417205
14050	79	1.1660896484	0.54047135485	-0.436808417205
14100	79	1.1660896484	0.54047135485	-0.436808417205
14350	80	1.16629201744	0.540367236923	2.87963769487
14400	80	1.16629201744	0.540367236923	2.87963769487
14950	81	1.1660896484	0.54047135485	-0.436808417205
15000	81	1.1660896484	0.54047135485	-0.436808417205
15050	82	1.1660896484	0.54047135485	-0.436808417205
15050	83	1.16627826678	0.540374310227	0.698322971688
15100	82	1.1660896484	0.54047135485	-0.436808417205
15100	83	1.16627826678	0.540374310227	0.698322971688
15150	82	1.1660896484	0.54047135485	-0.436808417205
15700	84	1.16643217949	0.540295149194	-0.348941834933
15750	84	1.1660896484	0.54047135485	-0.436808417205
15800	84	1.1660896484	0.54047135485	-0.436808417205
16300	85	1.1660896484	0.54047135485	-0.436808417205
16350	85	1.1660896484	0.54047135485	-0.436808417205
17400	86	1.1660896484	0.54047135485	-0.436808417205
17450	86	1.1660896484	0.54047135485	-0.436808417205
17850	87	1.16617152376	0.540429225223	-0.523611479439
17900	87	1.1660896484	0.54047135485	-0.436808417205
17950	87	1.1660896484	0.54047135485	-0.436808417205
18300	88	1.1660896484	0.54047135485	-0.436808417205
18350	88	1.1660896484	0.54047135485	-0.436808417205
18400	89	1.1660896484	0.54047135485	-0.436808417205
18450	89	1.1660896484	0.54047135485	-0.436808417205
18500	89	1.1660896484	0.54047135485	-0.436808417205
18600	90	1.16643217949	0.540295149194	2.79265081866
18650	90	1.16643217949	0.540295149194	2.79265081866
18700	91	1.1660896484	0.54047135485	-0.436808417205
18750	91	1.1660896484	0.54047135485	-0.436808417205
18800	91	1.1660896484	0.54047135485	-0.436808417205
18800	92	1.16617152376	0.540429225223	0.523611479439
18850	92	1.16629200421	0.540367243732	0.611299356319
18900	92	1.16629200421	0.540367243732	0.611299356319
19100	93	1.16627826678	0.540374310227	0.698322971688
19150	93	1.16627826678	0.540374310227	0.698322971688
19200	94	1.16617152376	0.540429225223	-0.523611479439
19200	95	1.16606092343	0.540486137166	0.785398163397
19250	94	1.1660896484	0.54047135485	-0.436808417205
19250	95	1.16606092343	0.540486137166	0.785398163397
19300	94	1.1660896484	0.54047135485	-0.436808417205
19300	96	1.16629200421	0.540367243732	0.611299356319
19350	94	1.1660896484	0.54047135485	-0.436808417205
19350	96	1.16617152376	0.540429225223	0.523611479439
19400	96	1.16617152376	0.540429225223	0.523611479439
19500	97	1.1660896484	0.54047135485	0.436808417205
19550	97	1.1660896484	0.54047135485	0.436808417205
19600	97	1.1660896484	0.54047135485	0.436808417205
19650	97	1.1660896484	0.54047135485	0.436808417205
19650	98	1.1660896484	0.54047135485	-0.436808417205
19650	99	1.16627826678	0.540374310227	0.698322971688
19700	98	1.1660896484	0.54047135485	-0.436808417205
19700	99	1.16629200421	0.540367243732	0.611299356319
19750	98	1.1660896484	0.54047135485	-0.436808417205
19750	99	1.16629200421	0.540367243732	0.611299356319
19800	98	1.1660896484	0.54047135485	-0.436808417205
19800	99	1.16629200421	0.540367243732	0.611299356319
19850	99	1.1660896484	0.54047135485	0.436808417205
19900	99	1.1660896484	0.54047135485	0.436808417205
19950	99	1.16617152376	0.540429225223	0.523611479439
20000	99	1.1660896484	0.54047135485	0.436808417205
20050	99	1.16629200421	0.540367243732	0.611299356319
20100	99	1.16629200421	0.540367243732	0.611299356319
20200	100	1.16629200421	0.540367243732	0.611299356319
20250	100	1.16629200421	0.540367243732	0.611299356319
20300	100	1.16617152376	0.540429225223	0.523611479439
20300	101	1.16640518477	0.540309031451	1.39595039339
20350	100	1.16617152376	0.540429225223	0.523611479439
20350	101	1.16640518477	0.540309031451	1.39595039339
20400	100	1.16617152376	0.540429225223	0.523611479439
20450	100	1.16617152376	0.540429225223	0.523611479439
20500	100	1.16617152376	0.540429225223	0.523611479439
20550	100	1.16617152376	0.540429225223	0.523611479439
20750	102	1.16629200421	0.540367243732	0.611299356319
20750	103	1.1660896484	0.54047135485	-0.436808417205
20800	102	1.16629200421	0.540367243732	0.611299356319
20800	103	1.1660896484	0.54047135485	-0.436808417205
20850	104	1.16617152376	0.540429225223	0.523611479439
20900	104	1.16617152376	0.540429225223	0.523611479439
20950	104	1.16617152376	0.540429225223	0.523611479439
21000	104	1.16617152376	0.540429225223	0.523611479439
21050	104	1.16617152376	0.540429225223	0.523611479439
21100	104	1.16629200421	0.540367243732	0.611299356319
21150	104	1.16629200421	0.540367243732	0.611299356319
21200	104	1.16629200421	0.540367243732	0.611299356319
21300	105	1.16643217949	0.540295149194	2.79265081866
21300	106	1.16617152376	0.540429225223	0.523611479439
21350	105	1.16643217949	0.540295149194	2.79265081866
21350	106	1.16617152376	0.540429225223	0.523611479439
21400	106	1.16617152376	0.540429225223	0.523611479439
21450	106	1.16617152376	0.540429225223	0.523611479439
21500	106	1.16629200421	0.540367243732	0.611299356319
21550	106	1.16629200421	0.540367243732	0.611299356319
21600	107	1.1660896484	0.54047135485	2.70478423638
21650	107	1.1660896484	0.54047135485	2.70478423638
21650	108	1.16629201744	0.540367236923	1.30884136808
21700	108	1.16629201744	0.540367236923	1.30884136808
21700	109	1.16617152376	0.540429225223	0.523611479439
21750	109	1.16617152376	0.540429225223	0.523611479439
21800	109	1.16617152376	0.540429225223	0.523611479439
21850	109	1.16617152376	0.540429225223	0.523611479439
22100	110	1.1660896484	0.54047135485	0.436808417205
22150	110	1.1660896484	0.54047135485	0.436808417205
22200	111	1.16617152376	0.540429225223	0.523611479439
22250	111	1.16617152376	0.540429225223	0.523611479439
22450	112	1.16627826678	0.540374310227	0.698322971688
22500	112	1.16629200421	0.540367243732	0.611299356319
22500	113	1.16629200421	0.540367243732	-0.611299356319
22550	112	1.16629200421	0.540367243732	0.611299356319
22550	113	1.16629200421	0.540367243732	-0.611299356319
22600	112	1.16629200421	0.540367243732	0.611299356319
22650	112	1.1660896484	0.54047135485	0.436808417205
22700	112	1.1660896484	0.54047135485	0.436808417205
22750	114	1.16627826678	0.540374310227	-0.698322971688
22800	114	1.16627826678	0.540374310227	-0.698322971688
22850	114	1.16627826678	0.540374310227	-0.698322971688
22900	115	1.16617152376	0.540429225223	0.523611479439
22950	115	1.16617152376	0.540429225223	0.523611479439
23100	116	1.16617152376	0.540429225223	0.523611479439
23150	116	1.16617152376	0.540429225223	0.523611479439
23150	117	1.16627826678	0.540374310227	0.872473355107
23200	117	1.16627826678	0.540374310227	0.872473355107
23400	118	1.1660896484	0.54047135485	0.436808417205
23450	118	1.1660896484	0.54047135485	0.436808417205
23500	118	1.1660896484	0.54047135485	0.436808417205
23550	118	1.1660896484	0.54047135485	0.436808417205
23600	119	1.16617152376	0.540429225223	0.523611479439
23650	119	1.16617152376	0.540429225223	0.523611479439
23750	120	1.16643217949	0.540295149194	2.79265081866
23800	120	1.16643217949	0.540295149194	2.79265081866
23800	121	1.16617152376	0.540429225223	0.523611479439
23850	121	1.16617152376	0.540429225223	0.523611479439
23900	121	1.16629200421	0.540367243732	0.611299356319
23950	121	1.16629200421	0.540367243732	0.611299356319
